date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:25:27	18367/18367	---MCZ	200	added ('OK')	image/png	etag:W/%2267e5701f-47bf%22	https://pawly-html.wpthemeverse.com/images/megamenu_home1.png	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/images/megamenu_home1.png	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:27	193252/193252	---MCZ	200	added ('OK')	text/html	etag:W/%2267f89f3b-2f2e4%22	https://pawly-html.wpthemeverse.com/home-page-2.html	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/home-page-2.html	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:28	21574/21574	---MCZ	200	added ('OK')	image/png	etag:W/%2267e57023-5446%22	https://pawly-html.wpthemeverse.com/images/megamenu_home2.png	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/images/megamenu_home2.png	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:28	125153/125153	---MCZ	200	added ('OK')	text/html	etag:W/%2267f8a065-1e8e1%22	https://pawly-html.wpthemeverse.com/home-page-3.html	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/home-page-3.html	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:28	13747/13747	---MCZ	200	added ('OK')	image/png	etag:W/%2267e57020-35b3%22	https://pawly-html.wpthemeverse.com/images/megamenu_home3.png	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/images/megamenu_home3.png	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:28	155211/155211	---MCZ	200	added ('OK')	text/html	etag:W/%2267f91265-25e4b%22	https://pawly-html.wpthemeverse.com/home-page-4.html	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/home-page-4.html	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:28	14468/14468	---MCZ	200	added ('OK')	image/png	etag:W/%2267e57020-3884%22	https://pawly-html.wpthemeverse.com/images/megamenu_home4.png	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/images/megamenu_home4.png	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:29	141133/141133	---MCZ	200	added ('OK')	text/html	etag:W/%2267f8a4c4-2274d%22	https://pawly-html.wpthemeverse.com/home-page-5.html	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/home-page-5.html	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:29	13033/13033	---MCZ	200	added ('OK')	image/png	etag:W/%2267e57023-32e9%22	https://pawly-html.wpthemeverse.com/images/megamenu_home5.png	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/images/megamenu_home5.png	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:29	37035/37035	---MCZ	200	added ('OK')	image/png	etag:W/%2267e5700a-90ab%22	https://pawly-html.wpthemeverse.com/images/coming_soon_menu.png	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/images/coming_soon_menu.png	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:29	86103/86103	---MCZ	200	added ('OK')	text/html	etag:W/%2267f8a544-15057%22	https://pawly-html.wpthemeverse.com/about-us.html	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/about-us.html	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:30	36357/36357	---MCZ	200	added ('OK')	text/html	etag:W/%2267f8a594-8e05%22	https://pawly-html.wpthemeverse.com/our-history.html	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/our-history.html	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:30	43941/43941	---MCZ	200	added ('OK')	text/html	etag:W/%2267f8a5c6-aba5%22	https://pawly-html.wpthemeverse.com/faq.html	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/faq.html	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:30	37165/37165	---MCZ	200	added ('OK')	text/html	etag:W/%2267f91245-912d%22	https://pawly-html.wpthemeverse.com/contact.html	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/contact.html	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:30	28579/28579	---MCZ	200	added ('OK')	text/html	etag:W/%2267f8a62f-6fa3%22	https://pawly-html.wpthemeverse.com/error.html	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/error.html	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:30	79248/79248	---MCZ	200	added ('OK')	text/html	etag:W/%2267f8a742-13590%22	https://pawly-html.wpthemeverse.com/shop.html	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/shop.html	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:31	64617/64617	---MCZ	200	added ('OK')	text/html	etag:W/%2267f8a7de-fc69%22	https://pawly-html.wpthemeverse.com/shop-standard-list.html	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/shop-standard-list.html	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:31	80194/80194	---MCZ	200	added ('OK')	text/html	etag:W/%2267f8a8f4-13942%22	https://pawly-html.wpthemeverse.com/shop-list-with-filter.html	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/shop-list-with-filter.html	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:31	65086/65086	---MCZ	200	added ('OK')	text/html	etag:W/%2267f8a9b3-fe3e%22	https://pawly-html.wpthemeverse.com/shop-fullwidth-4-columns.html	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/shop-fullwidth-4-columns.html	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:31	64917/64917	---MCZ	200	added ('OK')	text/html	etag:W/%2267f8aa22-fd95%22	https://pawly-html.wpthemeverse.com/shop-single.html	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/shop-single.html	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:31	57268/57268	---MCZ	200	added ('OK')	text/html	etag:W/%2267f8aa89-dfb4%22	https://pawly-html.wpthemeverse.com/sticky-product.html	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/sticky-product.html	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:32	63688/63688	---MCZ	200	added ('OK')	text/html	etag:W/%2267f8ab0c-f8c8%22	https://pawly-html.wpthemeverse.com/gallery-product.html	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/gallery-product.html	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:32	63569/63569	---MCZ	200	added ('OK')	text/html	etag:W/%2267f8ab9b-f851%22	https://pawly-html.wpthemeverse.com/variable-product.html	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/variable-product.html	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:32	35387/35387	---MCZ	200	added ('OK')	text/html	etag:W/%2267f8abcb-8a3b%22	https://pawly-html.wpthemeverse.com/cart.html	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/cart.html	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:32	53727/53727	---MCZ	200	added ('OK')	text/html	etag:W/%2267f8ac11-d1df%22	https://pawly-html.wpthemeverse.com/checkout.html	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/checkout.html	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:32	30432/30432	---MCZ	200	added ('OK')	text/html	etag:W/%2267f8ac4c-76e0%22	https://pawly-html.wpthemeverse.com/my-account.html	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/my-account.html	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:33	32260/32260	---MCZ	200	added ('OK')	text/html	etag:W/%2267f8adc1-7e04%22	https://pawly-html.wpthemeverse.com/wishlist.html	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/wishlist.html	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:34	54066/54066	---MCZ	200	added ('OK')	text/html	etag:W/%2267f8ae01-d332%22	https://pawly-html.wpthemeverse.com/blogs.html	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/blogs.html	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:34	53060/53060	---MCZ	200	added ('OK')	text/html	etag:W/%2267f8ae43-cf44%22	https://pawly-html.wpthemeverse.com/blog-left-sidebar.html	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/blog-left-sidebar.html	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:34	579784/579784	---MCZ	200	added ('OK')	image/png	etag:W/%2267e57025-8d8c8%22	https://pawly-html.wpthemeverse.com/images/offer_banner1.png	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/images/offer_banner1.png	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:34	52938/52938	---MCZ	200	added ('OK')	text/html	etag:W/%2267f8ae83-ceca%22	https://pawly-html.wpthemeverse.com/blog-right-sidebar.html	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/blog-right-sidebar.html	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:35	47058/47058	---MCZ	200	added ('OK')	text/html	etag:W/%2267f8aebc-b7d2%22	https://pawly-html.wpthemeverse.com/blog-no-sidebar.html	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/blog-no-sidebar.html	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:35	55722/55722	---MCZ	200	added ('OK')	text/html	etag:W/%2267f8af20-d9aa%22	https://pawly-html.wpthemeverse.com/blog-single.html	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/blog-single.html	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:35	53561/53561	---MCZ	200	added ('OK')	text/html	etag:W/%2267f8af76-d139%22	https://pawly-html.wpthemeverse.com/blog-type-standard.html	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/blog-type-standard.html	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:35	52938/52938	---MCZ	200	added ('OK')	text/html	etag:W/%2267f8b382-ceca%22	https://pawly-html.wpthemeverse.com/blog-type-video.html	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/blog-type-video.html	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:36	83483/83483	---MCZ	200	added ('OK')	image/png	etag:W/%2267f67298-1461b%22	https://pawly-html.wpthemeverse.com/images/landing-banner1.png	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/images/landing-banner1.png	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:36	55202/55202	---MCZ	200	added ('OK')	image/png	etag:W/%2267f67298-d7a2%22	https://pawly-html.wpthemeverse.com/images/landing-banner2.png	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/images/landing-banner2.png	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:36	2098/2098	---MCZ	200	added ('OK')	image/png	etag:W/%2267f673e6-832%22	https://pawly-html.wpthemeverse.com/images/landing-graphic_img1.png	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/images/landing-graphic_img1.png	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:36	194407/194407	---MCZ	200	added ('OK')	text/html	etag:W/%2267fca016-2f767%22	https://pawly-html.wpthemeverse.com/	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/index-2.html	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:37	121952/121952	---MCZ	200	added ('OK')	image/png	etag:W/%2267f675e3-1dc60%22	https://pawly-html.wpthemeverse.com/images/landin_big_img1.png	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/images/landin_big_img1.png	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:37	45000/45000	---MCZ	200	added ('OK')	image/png	etag:W/%2267f67b9d-afc8%22	https://pawly-html.wpthemeverse.com/images/home_page1.png	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/images/home_page1.png	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:37	57660/57660	---MCZ	200	added ('OK')	image/png	etag:W/%2267f67b9c-e13c%22	https://pawly-html.wpthemeverse.com/images/home_page2.png	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/images/home_page2.png	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:37	35485/35485	---MCZ	200	added ('OK')	image/png	etag:W/%2267f67b9d-8a9d%22	https://pawly-html.wpthemeverse.com/images/home_page3.png	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/images/home_page3.png	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:37	48734/48734	---MCZ	200	added ('OK')	image/png	etag:W/%2267f67b9e-be5e%22	https://pawly-html.wpthemeverse.com/images/home_page4.png	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/images/home_page4.png	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:37	35511/35511	---MCZ	200	added ('OK')	image/png	etag:W/%2267f67b9e-8ab7%22	https://pawly-html.wpthemeverse.com/images/home_page5.png	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/images/home_page5.png	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:38	44627/44627	---MCZ	200	added ('OK')	image/png	etag:W/%2267f67b9b-ae53%22	https://pawly-html.wpthemeverse.com/images/home_page-coming_soon.png	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/images/home_page-coming_soon.png	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:38	11650/11650	---MCZ	200	added ('OK')	image/png	etag:W/%2267f67f79-2d82%22	https://pawly-html.wpthemeverse.com/images/landing-slide-2.png	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/images/landing-slide-2.png	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:38	96188/96188	---MCZ	200	added ('OK')	image/png	etag:W/%2267f67f7b-177bc%22	https://pawly-html.wpthemeverse.com/images/landing-slide-3.png	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/images/landing-slide-3.png	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:38	2264/2264	---MCZ	200	added ('OK')	image/png	etag:W/%2267f67f7a-8d8%22	https://pawly-html.wpthemeverse.com/images/landing-slide-4.png	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/images/landing-slide-4.png	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:39	15639/15639	---MCZ	200	added ('OK')	image/png	etag:W/%2267f67f7a-3d17%22	https://pawly-html.wpthemeverse.com/images/landing-slide-5.png	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/images/landing-slide-5.png	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:39	324/324	---MCZ	200	added ('OK')	image/png	etag:W/%2267f685c2-144%22	https://pawly-html.wpthemeverse.com/images/landing-graphic_img3.png	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/images/landing-graphic_img3.png	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:39	1383/1383	---MCZ	200	added ('OK')	image/png	etag:W/%2267f673e6-567%22	https://pawly-html.wpthemeverse.com/images/landing-graphic_img2.png	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/images/landing-graphic_img2.png	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:39	40713/40713	---MCZ	200	added ('OK')	image/png	etag:W/%2267f686c3-9f09%22	https://pawly-html.wpthemeverse.com/images/inner_page1.png	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/images/inner_page1.png	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:40	58497/58497	---MCZ	200	added ('OK')	image/png	etag:W/%2267f686c4-e481%22	https://pawly-html.wpthemeverse.com/images/inner_page2.png	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/images/inner_page2.png	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:40	44403/44403	---MCZ	200	added ('OK')	image/png	etag:W/%2267f686c4-ad73%22	https://pawly-html.wpthemeverse.com/images/inner_page3.png	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/images/inner_page3.png	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:40	43737/43737	---MCZ	200	added ('OK')	image/png	etag:W/%2267f686c4-aad9%22	https://pawly-html.wpthemeverse.com/images/inner_page4.png	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/images/inner_page4.png	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:40	41763/41763	---MCZ	200	added ('OK')	image/png	etag:W/%2267f686c4-a323%22	https://pawly-html.wpthemeverse.com/images/inner_page5.png	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/images/inner_page5.png	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:41	42651/42651	---MCZ	200	added ('OK')	image/png	etag:W/%2267f6894e-a69b%22	https://pawly-html.wpthemeverse.com/images/inner_page6.png	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/images/inner_page6.png	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:41	37698/37698	---MCZ	200	added ('OK')	image/png	etag:W/%2267f6894e-9342%22	https://pawly-html.wpthemeverse.com/images/inner_page7.png	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/images/inner_page7.png	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:41	36629/36629	---MCZ	200	added ('OK')	image/png	etag:W/%2267f6894f-8f15%22	https://pawly-html.wpthemeverse.com/images/inner_page8.png	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/images/inner_page8.png	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:41	31510/31510	---MCZ	200	added ('OK')	image/png	etag:W/%2267f6894f-7b16%22	https://pawly-html.wpthemeverse.com/images/inner_page9.png	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/images/inner_page9.png	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:41	36480/36480	---MCZ	200	added ('OK')	image/png	etag:W/%2267f6894e-8e80%22	https://pawly-html.wpthemeverse.com/images/inner_page10.png	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/images/inner_page10.png	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:42	26849/26849	---MCZ	200	added ('OK')	image/png	etag:W/%2267f6917b-68e1%22	https://pawly-html.wpthemeverse.com/images/lets_rock_img1.png	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/images/lets_rock_img1.png	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:42	17367/17367	---MCZ	200	added ('OK')	image/png	etag:W/%2267f6917e-43d7%22	https://pawly-html.wpthemeverse.com/images/lets_rock_img2.png	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/images/lets_rock_img2.png	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:42	14121/14121	---MCZ	200	added ('OK')	image/png	etag:W/%2267f6917e-3729%22	https://pawly-html.wpthemeverse.com/images/lets_rock_img3.png	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/images/lets_rock_img3.png	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:42	21789/21789	---MCZ	200	added ('OK')	image/png	etag:W/%2267f6917e-551d%22	https://pawly-html.wpthemeverse.com/images/lets_rock_img4.png	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/images/lets_rock_img4.png	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:42	27877/27877	---MCZ	200	added ('OK')	image/png	etag:W/%2267f6917f-6ce5%22	https://pawly-html.wpthemeverse.com/images/lets_rock_img5.png	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/images/lets_rock_img5.png	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:43	9628/9628	---MCZ	200	added ('OK')	image/png	etag:W/%2267f696dd-259c%22	https://pawly-html.wpthemeverse.com/images/landing-right-click.png	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/images/landing-right-click.png	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:43	61846/61846	---MCZ	200	added ('OK')	image/png	etag:W/%2267f694ef-f196%22	https://pawly-html.wpthemeverse.com/images/landing_click_img.png	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/images/landing_click_img.png	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:43	87532/87532	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267e57036-155ec%22	https://pawly-html.wpthemeverse.com/js/jquery-3.7.1.min.js	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/js/jquery-3.7.1.min.js	(from https://pawly-html.wpthemeverse.com/landing.html)
23:25:43	99986/99986	---MCZ	200	added ('OK')	image/png	etag:W/%2267f69d85-18692%22	https://pawly-html.wpthemeverse.com/images/landing_footer_img.png	D:/Oguz%20Hoca%20ders%20Tekrar/Temalar/petshop%201/pawly-html.wpthemeverse.com/images/landing_footer_img.png	(from https://pawly-html.wpthemeverse.com/landing.html)
